<html><head><title>AERONET Data Download (Version 3 Direct Sun and Inversion Algorithms)</title><h2>AERONET Data Download (Version 3 Direct Sun and Inversion Algorithms)</h2>
</head>
<body bgcolor= "#FFFFFF" 
>AERONET Version 3<br>
Sao_Paulo<br>
Version 3: Almucantar Level 2.0 Inversion
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
<br>Daily Averages,Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br <br>
AERONET_AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(fraction),Single_Scattering_Albedo[440nm],Single_Scattering_Albedo[675nm],Single_Scattering_Albedo[870nm],Single_Scattering_Albedo[1020nm],N[Single_Scattering_Albedo[440nm]],N[Single_Scattering_Albedo[675nm]],N[Single_Scattering_Albedo[870nm]],N[Single_Scattering_Albedo[1020nm]],Latitude(Degrees),Longitude(Degrees),Elevation(m),Level,Retrieval_Measurement_Scan_Type<br>
Sao_Paulo,01:08:2003,12:00:00,213,213.000000,0.933400,0.920600,0.903400,0.897400,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,02:08:2003,12:00:00,214,214.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,05:08:2003,12:00:00,217,217.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,11:08:2003,12:00:00,223,223.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,12:08:2003,12:00:00,224,224.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,13:08:2003,12:00:00,225,225.000000,0.856000,0.834600,0.791900,0.782800,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,14:08:2003,12:00:00,226,226.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,17:08:2003,12:00:00,229,229.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,18:08:2003,12:00:00,230,230.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,19:08:2003,12:00:00,231,231.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,20:08:2003,12:00:00,232,232.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,21:08:2003,12:00:00,233,233.000000,0.782100,0.754600,0.722100,0.707800,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,22:08:2003,12:00:00,234,234.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,23:08:2003,12:00:00,235,235.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,24:08:2003,12:00:00,236,236.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,01:09:2003,12:00:00,244,244.000000,0.925433,0.898433,0.869000,0.859433,3,3,3,3,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,04:09:2003,12:00:00,247,247.000000,0.874600,0.840200,0.802500,0.790600,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,06:09:2003,12:00:00,249,249.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,07:09:2003,12:00:00,250,250.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,20:09:2003,12:00:00,263,263.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,23:09:2003,12:00:00,266,266.000000,0.900900,0.885367,0.868900,0.875433,3,3,3,3,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,27:09:2003,12:00:00,270,270.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,28:09:2003,12:00:00,271,271.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,30:09:2003,12:00:00,273,273.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,03:10:2003,12:00:00,276,276.000000,0.902100,0.890600,0.866800,0.857000,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,04:10:2003,12:00:00,277,277.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,05:10:2003,12:00:00,278,278.000000,0.939700,0.910000,0.894700,0.891300,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,09:10:2003,12:00:00,282,282.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,16:10:2003,12:00:00,289,289.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,07:11:2003,12:00:00,311,311.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,09:11:2003,12:00:00,313,313.000000,0.852500,0.761700,0.697000,0.702000,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,10:11:2003,12:00:00,314,314.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,11:11:2003,12:00:00,315,315.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,12:11:2003,12:00:00,316,316.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,14:11:2003,12:00:00,318,318.000000,0.908400,0.834100,0.760200,0.717700,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,18:11:2003,12:00:00,322,322.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,20:11:2003,12:00:00,324,324.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,13:12:2003,12:00:00,347,347.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,16:12:2003,12:00:00,350,350.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,20:12:2003,12:00:00,354,354.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,02:02:2004,12:00:00,33,33.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,03:02:2004,12:00:00,34,34.000000,0.749400,0.656600,0.557600,0.512700,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,27:02:2004,12:00:00,58,58.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,28:02:2004,12:00:00,59,59.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,29:02:2004,12:00:00,60,60.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,01:03:2004,12:00:00,61,61.000000,0.860900,0.808500,0.760900,0.744200,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,02:03:2004,12:00:00,62,62.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,10:03:2004,12:00:00,70,70.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,17:03:2004,12:00:00,77,77.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,25:03:2004,12:00:00,85,85.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,26:03:2004,12:00:00,86,86.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,01:04:2004,12:00:00,92,92.000000,0.883367,0.869867,0.838533,0.825667,3,3,3,3,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,05:04:2004,12:00:00,96,96.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,17:04:2004,12:00:00,108,108.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,18:04:2004,12:00:00,109,109.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,01:05:2004,12:00:00,122,122.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,02:05:2004,12:00:00,123,123.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,03:05:2004,12:00:00,124,124.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,09:05:2004,12:00:00,130,130.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,12:05:2004,12:00:00,133,133.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,06:06:2004,12:00:00,158,158.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,14:06:2004,12:00:00,166,166.000000,0.918300,0.895300,0.866700,0.851900,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,16:06:2004,12:00:00,168,168.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,17:06:2004,12:00:00,169,169.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,18:06:2004,12:00:00,170,170.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,21:06:2004,12:00:00,173,173.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,22:06:2004,12:00:00,174,174.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,23:06:2004,12:00:00,175,175.000000,0.761300,0.711500,0.656900,0.624300,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,29:06:2004,12:00:00,181,181.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,30:06:2004,12:00:00,182,182.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,01:07:2004,12:00:00,183,183.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,02:07:2004,12:00:00,184,184.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,03:07:2004,12:00:00,185,185.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,04:07:2004,12:00:00,186,186.000000,0.883300,0.799650,0.744200,0.720600,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,12:07:2004,12:00:00,194,194.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,14:07:2004,12:00:00,196,196.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,15:07:2004,12:00:00,197,197.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,24:07:2004,12:00:00,206,206.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,25:07:2004,12:00:00,207,207.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,26:07:2004,12:00:00,208,208.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,27:07:2004,12:00:00,209,209.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,28:07:2004,12:00:00,210,210.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,29:07:2004,12:00:00,211,211.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,31:07:2004,12:00:00,213,213.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,01:08:2004,12:00:00,214,214.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,02:08:2004,12:00:00,215,215.000000,0.769500,0.744100,0.699300,0.670200,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,03:08:2004,12:00:00,216,216.000000,0.878200,0.850850,0.807200,0.789300,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,05:08:2004,12:00:00,218,218.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,06:08:2004,12:00:00,219,219.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,10:08:2004,12:00:00,223,223.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,11:08:2004,12:00:00,224,224.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,13:08:2004,12:00:00,226,226.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,14:08:2004,12:00:00,227,227.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,15:08:2004,12:00:00,228,228.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,18:08:2004,12:00:00,231,231.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,19:08:2004,12:00:00,232,232.000000,0.814950,0.787400,0.737050,0.721600,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,20:08:2004,12:00:00,233,233.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,21:08:2004,12:00:00,234,234.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,25:08:2004,12:00:00,238,238.000000,0.928750,0.898850,0.863950,0.844200,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,29:08:2004,12:00:00,242,242.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,30:08:2004,12:00:00,243,243.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,31:08:2004,12:00:00,244,244.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,01:09:2004,12:00:00,245,245.000000,0.837200,0.805800,0.759100,0.746700,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,02:09:2004,12:00:00,246,246.000000,0.740200,0.727600,0.693500,0.658400,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,05:09:2004,12:00:00,249,249.000000,0.920000,0.847500,0.794700,0.770600,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,06:09:2004,12:00:00,250,250.000000,0.891000,0.837400,0.821500,0.838200,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,07:09:2004,12:00:00,251,251.000000,0.892000,0.841450,0.798700,0.780900,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,08:09:2004,12:00:00,252,252.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,09:09:2004,12:00:00,253,253.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,10:09:2004,12:00:00,254,254.000000,0.876500,0.857900,0.834800,0.840800,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,13:09:2004,12:00:00,257,257.000000,0.900900,0.807800,0.743000,0.722800,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,15:09:2004,12:00:00,259,259.000000,0.929900,0.932800,0.916000,0.907500,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,16:09:2004,12:00:00,260,260.000000,0.944200,0.947533,0.934833,0.927500,3,3,3,3,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,18:09:2004,12:00:00,262,262.000000,0.948500,0.937600,0.922100,0.910900,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,19:09:2004,12:00:00,263,263.000000,0.941500,0.925900,0.891200,0.872950,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,20:09:2004,12:00:00,264,264.000000,0.890750,0.856800,0.807650,0.780150,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,21:09:2004,12:00:00,265,265.000000,0.893500,0.845700,0.813250,0.794650,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,22:09:2004,12:00:00,266,266.000000,0.871660,0.836960,0.794160,0.774320,5,5,5,5,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,23:09:2004,12:00:00,267,267.000000,0.910140,0.891760,0.861520,0.849560,5,5,5,5,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,24:09:2004,12:00:00,268,268.000000,0.910700,0.888950,0.856950,0.844700,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,26:09:2004,12:00:00,270,270.000000,0.911300,0.884233,0.858767,0.845833,3,3,3,3,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,27:09:2004,12:00:00,271,271.000000,0.911000,0.886500,0.855000,0.841600,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,28:09:2004,12:00:00,272,272.000000,0.878975,0.851100,0.817000,0.798825,4,4,4,4,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,09:10:2004,12:00:00,283,283.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,16:10:2004,12:00:00,290,290.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,22:10:2004,12:00:00,296,296.000000,0.928100,0.900300,0.885100,0.883400,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,29:10:2004,12:00:00,303,303.000000,0.927400,0.856950,0.795800,0.770900,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,30:10:2004,12:00:00,304,304.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,03:11:2004,12:00:00,308,308.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,22:11:2004,12:00:00,327,327.000000,0.925200,0.876950,0.831250,0.817500,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,23:11:2004,12:00:00,328,328.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,24:11:2004,12:00:00,329,329.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,26:11:2004,12:00:00,331,331.000000,0.854467,0.816700,0.779200,0.762567,3,3,3,3,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,27:11:2004,12:00:00,332,332.000000,0.910600,0.867700,0.833400,0.820600,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,13:12:2004,12:00:00,348,348.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,14:12:2004,12:00:00,349,349.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,15:12:2004,12:00:00,350,350.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,16:12:2004,12:00:00,351,351.000000,0.864500,0.797900,0.771800,0.752700,1,1,1,1,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,30:12:2004,12:00:00,365,365.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,14:01:2005,12:00:00,14,14.000000,0.908100,0.872150,0.831050,0.817100,2,2,2,2,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
Sao_Paulo,15:01:2005,12:00:00,15,15.000000,-999.000000,-999.000000,-999.000000,-999.000000,0,0,0,0,-23.561500,-46.734983,786.000000,lev20,Almucantar<br>
</body></html>
